CID,CityName/AreaName,Pincode,District,State,Locality,Location,Latitude,Longitude,distance(in kms)
101973,Suradimangalam,603102,Kanchipuram,TAMIL NADU,"Suradimangalam,603102,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101974,Vayalur,603102,Kanchipuram,TAMIL NADU,"Vayalur,603102,Kanchipuram,TAMIL NADU","Vayalur, Uthiramerur, Kancheepuram, Tamil Nadu",12.61728000000005,79.70936000000006,67.80300702427895
101975,Vazhuvadur,603102,Kanchipuram,TAMIL NADU,"Vazhuvadur,603102,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101976,Vengapakkam,603102,Kanchipuram,TAMIL NADU,"Vengapakkam,603102,Kanchipuram,TAMIL NADU","Vengapakkam, Rathinamangalam, Chennai, Kancheepuram, Tamil Nadu",12.861780000000067,80.13393000000008,14.355900925238341
101977,Vittalapuram,603102,Kanchipuram,TAMIL NADU,"Vittalapuram,603102,Kanchipuram,TAMIL NADU","Vittalapuram, Tindivanam, Viluppuram, Tamil Nadu",12.23622000000006,79.69853000000006,96.8025765701247
101978,Kelambakkam,603103,Kanchipuram,TAMIL NADU,"Kelambakkam,603103,Kanchipuram,TAMIL NADU",Kelambakkam,12.786140000000046,80.22030000000007,15.4935537022372
101979,Padur,603103,Kanchipuram,TAMIL NADU,"Padur,603103,Kanchipuram,TAMIL NADU",Padur,12.792470000000037,80.22244000000006,14.760149731430849
101980,Pudupakkam,603103,Kanchipuram,TAMIL NADU,"Pudupakkam,603103,Kanchipuram,TAMIL NADU","603103, Pudupakkam, Chennai, Kancheepuram, Tamil Nadu",12.811357246303208,80.19767949663571,13.619990984682408
101981,Thaiyur,603103,Kanchipuram,TAMIL NADU,"Thaiyur,603103,Kanchipuram,TAMIL NADU",Thaiyur,12.770780000000059,80.21327000000008,17.320266841863273
101982,Kadambadi,603104,Kanchipuram,TAMIL NADU,"Kadambadi,603104,Kanchipuram,TAMIL NADU",Kadambari,12.997400000000027,80.20622000000003,9.53283729853424
101983,Kokilamedu,603104,Kanchipuram,TAMIL NADU,"Kokilamedu,603104,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101984,Koothavakkam,603104,Kanchipuram,TAMIL NADU,"Koothavakkam,603104,Kanchipuram,TAMIL NADU","Koothavakkam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.930960000000027,79.80064000000004,48.831069276984486
101985,Mamallapuram,603104,Kanchipuram,TAMIL NADU,"Mamallapuram,603104,Kanchipuram,TAMIL NADU",Mamallapuram,12.625510000000077,80.19425000000007,33.47469912028491
101986,Pattipulam,603104,Kanchipuram,TAMIL NADU,"Pattipulam,603104,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101987,Perur,603104,Kanchipuram,TAMIL NADU,"Perur,603104,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101988,Poonjeri,603104,Kanchipuram,TAMIL NADU,"Poonjeri,603104,Kanchipuram,TAMIL NADU","Poongeri, Panangattupakkam, Chennai, Kancheepuram, Tamil Nadu",12.79848000000004,80.14189000000005,18.135881408296076
101989,Vadakadambadi,603104,Kanchipuram,TAMIL NADU,"Vadakadambadi,603104,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101990,Zamin Paiyanur,603104,Kanchipuram,TAMIL NADU,"Zamin Paiyanur,603104,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101991,Kuzhipanthandalam,603105,Kanchipuram,TAMIL NADU,"Kuzhipanthandalam,603105,Kanchipuram,TAMIL NADU","Kuhipanthandalam, Tirukalukundram, Chengalpattu, Tamil Nadu",12.631140000000073,80.12678000000005,34.974149919761125
101992,Manambathi,603105,Kanchipuram,TAMIL NADU,"Manambathi,603105,Kanchipuram,TAMIL NADU","Manampathy, Uthiramerur, Kancheepuram, Tamil Nadu",12.628850000000057,79.68007000000006,69.97169729263473
101993,Mullipakkam,603105,Kanchipuram,TAMIL NADU,"Mullipakkam,603105,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101994,Peria Irumbedu,603105,Kanchipuram,TAMIL NADU,"Peria Irumbedu,603105,Kanchipuram,TAMIL NADU","Irumbedu, Sriperumbudur, Kancheepuram, Tamil Nadu",12.957820000000027,80.01869000000005,25.452872672528294
101995,Sirudavur,603105,Kanchipuram,TAMIL NADU,"Sirudavur,603105,Kanchipuram,TAMIL NADU","Sirudamur, Uthiramerur, Kancheepuram, Tamil Nadu",12.719960000000071,79.86479000000008,47.52322644062846
101996,Arumbuliyur,603106,Kanchipuram,TAMIL NADU,"Arumbuliyur,603106,Kanchipuram,TAMIL NADU","Arumbuliyur, Uthiramerur, Kancheepuram, Tamil Nadu",12.734240000000057,79.89692000000008,43.70248218059601
101997,Orakattupettai,603106,Kanchipuram,TAMIL NADU,"Orakattupettai,603106,Kanchipuram,TAMIL NADU","Orakattupettai, Uthiramerur, Kancheepuram, Tamil Nadu",12.721290000000067,79.93802000000005,40.61017119896159
101998,Sathanjeri,603106,Kanchipuram,TAMIL NADU,"Sathanjeri,603106,Kanchipuram,TAMIL NADU",603106,12.71986389400007,79.91334000000006,42.95638900105233
101999,Seethananjeri,603106,Kanchipuram,TAMIL NADU,"Seethananjeri,603106,Kanchipuram,TAMIL NADU","Seethananjeri, Uthiramerur, Kancheepuram, Tamil Nadu",12.747550000000047,79.90487000000007,42.24905150813299
102000,Tiruvanaikoil,603106,Kanchipuram,TAMIL NADU,"Tiruvanaikoil,603106,Kanchipuram,TAMIL NADU","Thiruvanaikoil, Uthiramerur, Kancheepuram, Tamil Nadu",12.711170000000038,79.91951000000006,42.9051975212355
102001,Vitchur,603106,Kanchipuram,TAMIL NADU,"Vitchur,603106,Kanchipuram,TAMIL NADU",603106,12.71986389400007,79.91334000000006,42.95638900105233
102002,Anambakkam,603107,Kanchipuram,TAMIL NADU,"Anambakkam,603107,Kanchipuram,TAMIL NADU","Anambakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.701110000000028,79.84329000000008,50.57255100963052
102003,Chithanakkavur,603107,Kanchipuram,TAMIL NADU,"Chithanakkavur,603107,Kanchipuram,TAMIL NADU",603107,12.670120000000054,79.85716040100004,51.058632381466175
102004,Edayambudur,603107,Kanchipuram,TAMIL NADU,"Edayambudur,603107,Kanchipuram,TAMIL NADU","Edayambudur, Uthiramerur, Kancheepuram, Tamil Nadu",12.661740000000066,79.86374000000006,50.982940943914784
102005,Kilakadi,603107,Kanchipuram,TAMIL NADU,"Kilakadi,603107,Kanchipuram,TAMIL NADU",603107,12.670120000000054,79.85716040100004,51.058632381466175
102006,Kunnavakkam,603107,Kanchipuram,TAMIL NADU,"Kunnavakkam,603107,Kanchipuram,TAMIL NADU","Kunnavakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.853220000000022,79.89474000000007,39.381901740932676
102007,Nelvoy,603107,Kanchipuram,TAMIL NADU,"Nelvoy,603107,Kanchipuram,TAMIL NADU",603107,12.670120000000054,79.85716040100004,51.058632381466175
102008,Olaiyur,603107,Kanchipuram,TAMIL NADU,"Olaiyur,603107,Kanchipuram,TAMIL NADU","Olaiyur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.842650000000049,79.78699000000006,51.09255155262655
102009,Palliagaram,603107,Kanchipuram,TAMIL NADU,"Palliagaram,603107,Kanchipuram,TAMIL NADU",603107,12.670120000000054,79.85716040100004,51.058632381466175
102010,Porpandal,603107,Kanchipuram,TAMIL NADU,"Porpandal,603107,Kanchipuram,TAMIL NADU","Porpandal, Uthiramerur, Kancheepuram, Tamil Nadu",12.698560000000043,79.88328000000007,46.97291619048554
102011,Salavakkam,603107,Kanchipuram,TAMIL NADU,"Salavakkam,603107,Kanchipuram,TAMIL NADU","Salavakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.670220000000029,79.89274000000006,47.86751824120791
102012,Valathodu,603107,Kanchipuram,TAMIL NADU,"Valathodu,603107,Kanchipuram,TAMIL NADU","Valathodu, Uthiramerur, Kancheepuram, Tamil Nadu",12.642550000000028,79.83260000000007,54.97331761506758
102013,Hanumanthapuram,603108,Kanchipuram,TAMIL NADU,"Hanumanthapuram,603108,Kanchipuram,TAMIL NADU","Hanumanthapuram Road, Hanumanthapuram, Chengalpattu, Tamil Nadu, 603108",12.712885177965786,80.06211331654488,30.965769775793905
102014,Kalvoy,603108,Kanchipuram,TAMIL NADU,"Kalvoy,603108,Kanchipuram,TAMIL NADU","Kalvoy, Othivakkam, Chennai, Kancheepuram, Tamil Nadu",12.781180000000063,80.10997000000003,21.887432595395587
102015,Karumbakkam,603108,Kanchipuram,TAMIL NADU,"Karumbakkam,603108,Kanchipuram,TAMIL NADU","Karumbakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.732070000000022,79.90756000000005,42.8094734875969
102016,Kottamedu,603108,Kanchipuram,TAMIL NADU,"Kottamedu,603108,Kanchipuram,TAMIL NADU",603108,12.721360000000061,80.09145653700006,28.212893182646752
102017,Madayathur,603108,Kanchipuram,TAMIL NADU,"Madayathur,603108,Kanchipuram,TAMIL NADU",603108,12.721360000000061,80.09145653700006,28.212893182646752
102018,Melaiyur,603108,Kanchipuram,TAMIL NADU,"Melaiyur,603108,Kanchipuram,TAMIL NADU",603108,12.721360000000061,80.09145653700006,28.212893182646752
102019,Nellikuppam,603108,Kanchipuram,TAMIL NADU,"Nellikuppam,603108,Kanchipuram,TAMIL NADU",603108,12.721360000000061,80.09145653700006,28.212893182646752
102020,Sembakkam,603108,Kanchipuram,TAMIL NADU,"Sembakkam,603108,Kanchipuram,TAMIL NADU","Sembakkam, Chennai, Kancheepuram, Tamil Nadu",12.93055000000004,80.15864000000005,10.009138228175836
102021,Senneri,603108,Kanchipuram,TAMIL NADU,"Senneri,603108,Kanchipuram,TAMIL NADU",603108,12.721360000000061,80.09145653700006,28.212893182646752
102022,Sirunkundram,603108,Kanchipuram,TAMIL NADU,"Sirunkundram,603108,Kanchipuram,TAMIL NADU",603108,12.721360000000061,80.09145653700006,28.212893182646752
102023,Ammanambakkam,603109,Kanchipuram,TAMIL NADU,"Ammanambakkam,603109,Kanchipuram,TAMIL NADU","Ammanumbakkam, Nandivaram - Guduvancheri, Chennai, Kancheepuram, Tamil Nadu",12.867480000000057,80.03386000000006,24.30695983876123
102024,Desumugipettai,603109,Kanchipuram,TAMIL NADU,"Desumugipettai,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102025,Edaiyur,603109,Kanchipuram,TAMIL NADU,"Edaiyur,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102026,Irumbulichery,603109,Kanchipuram,TAMIL NADU,"Irumbulichery,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102027,Mullikolathur,603109,Kanchipuram,TAMIL NADU,"Mullikolathur,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102028,Oragadam,603109,Kanchipuram,TAMIL NADU,"Oragadam,603109,Kanchipuram,TAMIL NADU","Oragadam, Oragadam-Vaippur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.85695000000004,79.95452000000006,32.94997891696654
102029,Pandur,603109,Kanchipuram,TAMIL NADU,"Pandur,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102030,Puliyur,603109,Kanchipuram,TAMIL NADU,"Puliyur,603109,Kanchipuram,TAMIL NADU","Puliyur, Uthiramerur, Kancheepuram, Tamil Nadu",12.58740000000006,79.78099000000003,63.074925317972856
102031,Thathalur,603109,Kanchipuram,TAMIL NADU,"Thathalur,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102032,Tirukalikundram Bazaar,603109,Kanchipuram,TAMIL NADU,"Tirukalikundram Bazaar,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102033,Tirukalikundram,603109,Kanchipuram,TAMIL NADU,"Tirukalikundram,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102034,Veerapuram,603109,Kanchipuram,TAMIL NADU,"Veerapuram,603109,Kanchipuram,TAMIL NADU","603109, Orakattupettai, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.7220012239387,79.93786743256928,40.58080226555218
102035,Alathur Industrial Estate,603110,Kanchipuram,TAMIL NADU,"Alathur Industrial Estate,603110,Kanchipuram,TAMIL NADU","Leo Industrial Estate, Pallikaranai, Chennai, Kancheepuram, Tamil Nadu",12.93748000000005,80.20401000000004,5.2985420997750365
102036,Illalur,603110,Kanchipuram,TAMIL NADU,"Illalur,603110,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102037,Kayar,603110,Kanchipuram,TAMIL NADU,"Kayar,603110,Kanchipuram,TAMIL NADU","Kayar, Chennai, Kancheepuram, Tamil Nadu",12.769190000000037,80.15678000000008,19.8289249973374
102038,Tiruporur,603110,Kanchipuram,TAMIL NADU,"Tiruporur,603110,Kanchipuram,TAMIL NADU","Thiruporur Road, Chromepet, Chennai, Kancheepuram, Tamil Nadu, 600044",12.942335048197926,80.15134507331592,10.975953719709095
102039,Venbedu,603110,Kanchipuram,TAMIL NADU,"Venbedu,603110,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102040,Mamandur,603111,Kanchipuram,TAMIL NADU,"Mamandur,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102041,Manapakkam,603111,Kanchipuram,TAMIL NADU,"Manapakkam,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102042,Meyyur,603111,Kanchipuram,TAMIL NADU,"Meyyur,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102043,Ozhalur,603111,Kanchipuram,TAMIL NADU,"Ozhalur,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102044,Pazhamathur,603111,Kanchipuram,TAMIL NADU,"Pazhamathur,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102045,Tirumani,603111,Kanchipuram,TAMIL NADU,"Tirumani,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102046,Venpakkam,603111,Kanchipuram,TAMIL NADU,"Venpakkam,603111,Kanchipuram,TAMIL NADU","603111, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.660600937543405,79.91653633002171,46.45356094916263
102047,Kovalam (Kanchipuram),603112,Kanchipuram,TAMIL NADU,"Kovalam (Kanchipuram),603112,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102048,Muttukadu,603112,Kanchipuram,TAMIL NADU,"Muttukadu,603112,Kanchipuram,TAMIL NADU","603112, Muttukadu, Chennai, Kancheepuram, Tamil Nadu",12.824073725310077,80.24274860396065,10.977678329276284
102049,Thiruvidanthai,603112,Kanchipuram,TAMIL NADU,"Thiruvidanthai,603112,Kanchipuram,TAMIL NADU","Thiruvidanthai, Chennai, Kancheepuram, Tamil Nadu",12.760530000000074,80.24466000000007,17.98607959731721
102050,Anupuram,603127,Kanchipuram,TAMIL NADU,"Anupuram,603127,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102051,Elapakkam,603201,Kanchipuram,TAMIL NADU,"Elapakkam,603201,Kanchipuram,TAMIL NADU","Elapakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.634540000000072,79.84818000000007,54.10381391259709
102052,Kattukaranai,603201,Kanchipuram,TAMIL NADU,"Kattukaranai,603201,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102053,Madhur,603201,Kanchipuram,TAMIL NADU,"Madhur,603201,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102054,Padiri,603201,Kanchipuram,TAMIL NADU,"Padiri,603201,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102055,Ramapuram,603201,Kanchipuram,TAMIL NADU,"Ramapuram,603201,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102056,Guduvanchery,603202,Kanchipuram,TAMIL NADU,"Guduvanchery,603202,Kanchipuram,TAMIL NADU","603202, Guduvanchery, Chennai, Kancheepuram, Tamil Nadu",12.84262155493626,80.06548275364166,21.967447705294422
102057,Kannivakkam,603202,Kanchipuram,TAMIL NADU,"Kannivakkam,603202,Kanchipuram,TAMIL NADU","603202, Kannivakkam, Chennai, Kancheepuram, Tamil Nadu",12.80402636674534,80.09201123888677,21.665759199379902
102058,Karanaipuduchery,603202,Kanchipuram,TAMIL NADU,"Karanaipuduchery,603202,Kanchipuram,TAMIL NADU","Karanaipuducheri, Chennai, Kancheepuram, Tamil Nadu",12.84391000000005,80.09199000000007,19.30674392613073
102059,Madambakkam,603202,Kanchipuram,TAMIL NADU,"Madambakkam,603202,Kanchipuram,TAMIL NADU","Madambakkam, Chennai, Kancheepuram, Tamil Nadu",12.905290000000036,80.15352000000007,10.71128164556767
102060,Kayarambedu,603202,Kanchipuram,TAMIL NADU,"Kayarambedu,603202,Kanchipuram,TAMIL NADU","603202, Kayarambedu, Chennai, Kancheepuram, Tamil Nadu",12.821976306448839,80.07057102968314,22.506837541944844
102061,Kattankolathur,603203,Kanchipuram,TAMIL NADU,"Kattankolathur,603203,Kanchipuram,TAMIL NADU","Kattankulathur, Chennai, Kancheepuram, Tamil Nadu",12.812950000000058,80.03188000000006,26.676052270764
102062,Kavanur,603203,Kanchipuram,TAMIL NADU,"Kavanur,603203,Kanchipuram,TAMIL NADU","Kavanur, Chennai, Kancheepuram, Tamil Nadu",12.836870000000033,80.03370000000007,25.392604679134298
102063,Ninnakarai,603203,Kanchipuram,TAMIL NADU,"Ninnakarai,603203,Kanchipuram,TAMIL NADU",603203,12.832269512000039,80.00315000000006,28.667693984295685
102064,Anjur,603204,Kanchipuram,TAMIL NADU,"Anjur,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumputhoor, Kaanjchipuram, Thamiznaatu",12.816062584393132,79.94628012335247,35.08156232411919
102065,Appur,603204,Kanchipuram,TAMIL NADU,"Appur,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumputhoor, Kaanjchipuram, Thamiznaatu",12.816062584393132,79.94628012335247,35.08156232411919
102066,Chettipunniam,603204,Kanchipuram,TAMIL NADU,"Chettipunniam,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumputhoor, Kaanjchipuram, Thamiznaatu",12.816062584393132,79.94628012335247,35.08156232411919
102067,Elutchur,603204,Kanchipuram,TAMIL NADU,"Elutchur,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumputhoor, Kaanjchipuram, Thamiznaatu",12.816062584393132,79.94628012335247,35.08156232411919
102068,Karunilam,603204,Kanchipuram,TAMIL NADU,"Karunilam,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumputhoor, Kaanjchipuram, Thamiznaatu",12.816062584393132,79.94628012335247,35.08156232411919
102069,Melrosapuram,603204,Kanchipuram,TAMIL NADU,"Melrosapuram,603204,Kanchipuram,TAMIL NADU","Malrojapuram, Nallambakkam, Chennai, Kancheepuram, Tamil Nadu",12.836310000000026,80.13511000000005,15.779529266036468
102070,Singaperumalkoil,603204,Kanchipuram,TAMIL NADU,"Singaperumalkoil,603204,Kanchipuram,TAMIL NADU","Singaperumal Koil Sannathi Street, Small Kanchipuram, Kancheepuram, Tamil Nadu, 631502",12.822163766935212,79.70554574372338,60.1979922546843
102071,Tirukatchur,603204,Kanchipuram,TAMIL NADU,"Tirukatchur,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumputhoor, Kaanjchipuram, Thamiznaatu",12.816062584393132,79.94628012335247,35.08156232411919
102072,Vadakkupattu,603204,Kanchipuram,TAMIL NADU,"Vadakkupattu,603204,Kanchipuram,TAMIL NADU","603204, Vadakkupattu, Sriperumbudur, Kancheepuram, Tamil Nadu",12.816062584393132,79.94628012335247,35.08156232411919
102073,Venkatapuram,603204,Kanchipuram,TAMIL NADU,"Venkatapuram,603204,Kanchipuram,TAMIL NADU","Venkatapuram, Kundrathur, Chennai, Kancheepuram, Tamil Nadu",12.994690000000048,80.09322000000003,18.823321164453606
102074,Maraimalai Nagar,603209,Kanchipuram,TAMIL NADU,"Maraimalai Nagar,603209,Kanchipuram,TAMIL NADU","603209, Maraimalai Nagar, Chengalpattu, Tamil Nadu",12.790792944236642,80.02291957278666,28.71372976903712
102075,Panangottur,603209,Kanchipuram,TAMIL NADU,"Panangottur,603209,Kanchipuram,TAMIL NADU",603209,12.792515000000037,80.01762150000008,29.115075390637177
102076,Urapakkam,603210,Kanchipuram,TAMIL NADU,"Urapakkam,603210,Kanchipuram,TAMIL NADU",Urapakkam,12.859800000000064,80.07279000000005,20.521239050188225
102077,Annai Anjugam Nagar,603211,Kanchipuram,TAMIL NADU,"Annai Anjugam Nagar,603211,Kanchipuram,TAMIL NADU","Annai Anjugam Nagar, Old Perungalathur, Chennai, Kancheepuram, Tamil Nadu",12.937560000000076,80.08887000000004,17.618954443060673
102078,Acharapakkam R.S.,603301,Kanchipuram,TAMIL NADU,"Acharapakkam R.S.,603301,Kanchipuram,TAMIL NADU","Acharapakkam, Maduranthakam, Chengalpattu, Tamil Nadu",12.407660000000021,79.81675000000007,73.96575656426347
102079,Acharapakkam,603301,Kanchipuram,TAMIL NADU,"Acharapakkam,603301,Kanchipuram,TAMIL NADU","Acharapakkam, Maduranthakam, Chengalpattu, Tamil Nadu",12.407660000000021,79.81675000000007,73.96575656426347
102080,Indalur,603301,Kanchipuram,TAMIL NADU,"Indalur,603301,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102081,Irumbuli,603301,Kanchipuram,TAMIL NADU,"Irumbuli,603301,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102082,Kattugudalur,603301,Kanchipuram,TAMIL NADU,"Kattugudalur,603301,Kanchipuram,TAMIL NADU","Kattugudalur, Maduranthakam, Chengalpattu, Tamil Nadu",12.457030000000032,79.78389000000004,72.29576485451634
102083,Kayapakkam,603301,Kanchipuram,TAMIL NADU,"Kayapakkam,603301,Kanchipuram,TAMIL NADU","Karapakkam, Chennai, Kancheepuram, Tamil Nadu",12.915950000000066,80.23192000000006,2.1677323574112433
102084,Parukkal,603301,Kanchipuram,TAMIL NADU,"Parukkal,603301,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102085,Seethapuram,603301,Kanchipuram,TAMIL NADU,"Seethapuram,603301,Kanchipuram,TAMIL NADU","Seethapuram, Uthiramerur, Kancheepuram, Tamil Nadu",12.674090000000035,79.88911000000007,47.94049226535908
102086,Chengattur,603302,Kanchipuram,TAMIL NADU,"Chengattur,603302,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102087,Cheyur (Kanchipuram),603302,Kanchipuram,TAMIL NADU,"Cheyur (Kanchipuram),603302,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102088,Cheyyur North,603302,Kanchipuram,TAMIL NADU,"Cheyyur North,603302,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102089,Irumbedu,603302,Kanchipuram,TAMIL NADU,"Irumbedu,603302,Kanchipuram,TAMIL NADU","Irumbedu, Sriperumbudur, Kancheepuram, Tamil Nadu",12.957820000000027,80.01869000000005,25.452872672528294
102090,Nainarkuppam,603302,Kanchipuram,TAMIL NADU,"Nainarkuppam,603302,Kanchipuram,TAMIL NADU","Nainar Kuppam, Uthandi, Chennai, Kancheepuram, Tamil Nadu",12.874690000000044,80.24662000000006,5.362324532682783
102091,Palaiyur,603302,Kanchipuram,TAMIL NADU,"Palaiyur,603302,Kanchipuram,TAMIL NADU","Panaiyur, Chennai, Kancheepuram, Tamil Nadu",12.88268000000005,80.24789000000004,4.470727580357781
102092,Panaiyur,603302,Kanchipuram,TAMIL NADU,"Panaiyur,603302,Kanchipuram,TAMIL NADU","Panaiyur, Chennai, Kancheepuram, Tamil Nadu",12.88268000000005,80.24789000000004,4.470727580357781
102093,Perumbakkam,603302,Kanchipuram,TAMIL NADU,"Perumbakkam,603302,Kanchipuram,TAMIL NADU","Perumbakkam, Chennai, Kancheepuram, Tamil Nadu",12.90563000000003,80.20907000000005,4.895297523849703
102094,Zamin Budur,603302,Kanchipuram,TAMIL NADU,"Zamin Budur,603302,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102095,Janakipuram,603303,Kanchipuram,TAMIL NADU,"Janakipuram,603303,Kanchipuram,TAMIL NADU",Janakiram,12.978930000000048,80.13886000000008,13.607360111205853
102096,Karunguli,603303,Kanchipuram,TAMIL NADU,"Karunguli,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102097,Kathirichery,603303,Kanchipuram,TAMIL NADU,"Kathirichery,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102098,Keelavalam,603303,Kanchipuram,TAMIL NADU,"Keelavalam,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
102099,Kinar,603303,Kanchipuram,TAMIL NADU,"Kinar,603303,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
