CID,CityName/AreaName,Pincode,District,State,Locality,Location,Latitude,Longitude,distance(in kms)
101670,Anakaputhur,600070,Kanchipuram,TAMIL NADU,"Anakaputhur,600070,Kanchipuram,TAMIL NADU","600070, Anakaputhur, Chennai, Kancheepuram, Tamil Nadu",12.980121215687666,80.12609558163626,14.909637167055719
101679,Gowriwakkam,600073,Kanchipuram,TAMIL NADU,"Gowriwakkam,600073,Kanchipuram,TAMIL NADU","600073, Gowriwakkam, Chennai, Kancheepuram, Tamil Nadu",12.920344065144363,80.16659654174401,9.115822234834836
101680,Rajakilpakkam,600073,Kanchipuram,TAMIL NADU,"Rajakilpakkam,600073,Kanchipuram,TAMIL NADU",Rajakilpakkam,12.922630000000026,80.15177000000006,10.720049658792638
101681,Selaiyur,600073,Kanchipuram,TAMIL NADU,"Selaiyur,600073,Kanchipuram,TAMIL NADU",Selaiyur,12.922400000000039,80.13845000000003,12.16562157955613
101682,Polichalur,600074,Kanchipuram,TAMIL NADU,"Polichalur,600074,Kanchipuram,TAMIL NADU",600074,12.989085000000046,80.14662014000004,13.439397146803099
101683,Pammal East,600075,Kanchipuram,TAMIL NADU,"Pammal East,600075,Kanchipuram,TAMIL NADU",Pammal,12.974200000000053,80.13552000000004,13.706860768946955
101684,Pammal,600075,Kanchipuram,TAMIL NADU,"Pammal,600075,Kanchipuram,TAMIL NADU",Pammal,12.974200000000053,80.13552000000004,13.706860768946955
101690,Kalaignar Karunanidhi Nagar,600078,Chennai,TAMIL NADU,"Kalaignar Karunanidhi Nagar,600078,Chennai,TAMIL NADU",Bank of India-Kalaignar Karunanidhi Nagar,13.03770000000003,80.20160000000004,13.755304368972023
101691,Tondiarpet Bazaar,600081,Chennai,TAMIL NADU,"Tondiarpet Bazaar,600081,Chennai,TAMIL NADU",Post Office-Tondiarpet Bazar,13.135030000000029,80.29315000000008,23.906985132724117
101692,Tondiarpet,600081,Chennai,TAMIL NADU,"Tondiarpet,600081,Chennai,TAMIL NADU","600081, Tondiarpet, Chennai, Tamil Nadu",13.131826312697262,80.28483350572701,23.39915030678132
101693,Tondiarpet West,600081,Chennai,TAMIL NADU,"Tondiarpet West,600081,Chennai,TAMIL NADU","Tondiarpet Bridge, Tondiarpet, Chennai, Tamil Nadu, 600081",13.128577132724788,80.27915011173076,22.952921001027885
101694,Agaram,600082,Chennai,TAMIL NADU,"Agaram,600082,Chennai,TAMIL NADU","Agaram, Peravallur, Chennai, Tamil Nadu",13.109530000000063,80.23236000000009,20.729335730054835
101695,G K M Colony,600082,Chennai,TAMIL NADU,"G K M Colony,600082,Chennai,TAMIL NADU","G.K.M. Colony, Peravallur, Chennai, Tamil Nadu",13.110420000000033,80.22647000000006,20.897583869400936
101696,Jawahar Nagar (Chennai),600082,Chennai,TAMIL NADU,"Jawahar Nagar (Chennai),600082,Chennai,TAMIL NADU","Jawahar Nagar, Peravallur, Chennai, Tamil Nadu",13.110990000000072,80.22907000000004,20.92686494574511
101697,Kumaran Nagar,600082,Chennai,TAMIL NADU,"Kumaran Nagar,600082,Chennai,TAMIL NADU","Kumaran Nagar, Villivakkam, Chennai, Tamil Nadu",13.109940000000051,80.21521000000007,21.032934196422758
101698,Ashoknagar (Chennai),600083,Chennai,TAMIL NADU,"Ashoknagar (Chennai),600083,Chennai,TAMIL NADU","600083, Ashok Nagar, Chennai, Tamil Nadu",13.037613837666752,80.21381136730446,13.290917781350474
101699,Jafferkhanpet,600083,Chennai,TAMIL NADU,"Jafferkhanpet,600083,Chennai,TAMIL NADU","600083, Jafferkhanpet, Chennai, Tamil Nadu",13.0289468853662,80.20784184155904,12.603082106508927
101700,Flowers Road,600084,Chennai,TAMIL NADU,"Flowers Road,600084,Chennai,TAMIL NADU","Flowers Road, Purasawalkam, Chennai, Tamil Nadu, 600084",13.080255740728127,80.25004119405553,17.396596202040097
101701,Kotturpuram,600085,Chennai,TAMIL NADU,"Kotturpuram,600085,Chennai,TAMIL NADU","600085, Kotturpuram, Chennai, Tamil Nadu",13.016261580042109,80.24307167278893,10.348675248746313
101702,Gopalapuram (Chennai),600086,Chennai,TAMIL NADU,"Gopalapuram (Chennai),600086,Chennai,TAMIL NADU","600086, Nungambakam, Gopalapuram, Chennai, Tamil Nadu",13.053304815952346,80.25233003291206,14.41618392113041
101705,Adambakkam,600088,Kanchipuram,TAMIL NADU,"Adambakkam,600088,Kanchipuram,TAMIL NADU","600088, Adambakkam, Chennai, Kancheepuram, Tamil Nadu",12.987504807793028,80.20415094089321,8.73301101128052
101706,Nilamangai Nagar,600088,Kanchipuram,TAMIL NADU,"Nilamangai Nagar,600088,Kanchipuram,TAMIL NADU","Nilamangai Nagar, Adambakkam, Chennai, Kancheepuram, Tamil Nadu",12.98317000000003,80.20149000000004,8.523089199412073
101707,Nandambakkam Kudiyiruppu,600089,Kanchipuram,TAMIL NADU,"Nandambakkam Kudiyiruppu,600089,Kanchipuram,TAMIL NADU","Nandambakkam, Chennai, Kancheepuram, Tamil Nadu",12.978590000000054,80.05834000000004,21.744090841336128
101708,Ramapuram (Kanchipuram),600089,Kanchipuram,TAMIL NADU,"Ramapuram (Kanchipuram),600089,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101709,Besantnagar,600090,Chennai,TAMIL NADU,"Besantnagar,600090,Chennai,TAMIL NADU","600090, Besant Nagar, Chennai, Tamil Nadu",12.996886337920763,80.26807385430266,8.391406509983007
101710,Rajaji Bhavan,600090,Chennai,TAMIL NADU,"Rajaji Bhavan,600090,Chennai,TAMIL NADU",Rajaji Bhavan Complex,13.001640000000066,80.26862000000006,8.917266847672874
101711,Madipakkam,600091,Kanchipuram,TAMIL NADU,"Madipakkam,600091,Kanchipuram,TAMIL NADU",Madipakkam,12.963310000000035,80.19770000000005,7.264533281815529
101712,Madipakkam South,600091,Kanchipuram,TAMIL NADU,"Madipakkam South,600091,Kanchipuram,TAMIL NADU",Madipakkam,12.963310000000035,80.19770000000005,7.264533281815529
101713,Koyambedu Wholesale Market Com,600092,Chennai,TAMIL NADU,"Koyambedu Wholesale Market Com,600092,Chennai,TAMIL NADU",Koyambedu Wholesale Market Complex,13.069270000000074,80.19556000000006,17.246014447517044
101714,Virugambakkam,600092,Chennai,TAMIL NADU,"Virugambakkam,600092,Chennai,TAMIL NADU","600092, Virugambakkam, Chennai, Tamil Nadu",13.055020635141666,80.19396524650699,15.842664382445825
101715,Saligramam,600093,Chennai,TAMIL NADU,"Saligramam,600093,Chennai,TAMIL NADU","600093, Saligramam, Chennai, Tamil Nadu",13.05260598240451,80.20230483981587,15.26328996506285
101716,Choolaimedu,600094,Chennai,TAMIL NADU,"Choolaimedu,600094,Chennai,TAMIL NADU","600094, Choolaimedu, Chennai, Tamil Nadu",13.062570458246679,80.22377173200938,15.710995110186646
101720,Perungudi,600096,Kanchipuram,TAMIL NADU,"Perungudi,600096,Kanchipuram,TAMIL NADU","600096, Perungudi, Chennai, Tamil Nadu",12.964952727297243,80.24020500337514,4.774423145213472
101721,Karapakkam,600097,Kanchipuram,TAMIL NADU,"Karapakkam,600097,Kanchipuram,TAMIL NADU",Karapakkam,12.913500000000056,80.22910000000007,2.5548334613791104
101722,Oggiamthoraipakkam,600097,Kanchipuram,TAMIL NADU,"Oggiamthoraipakkam,600097,Kanchipuram,TAMIL NADU",Post Office-Oggiam Thuraipakkam,12.951970000000074,80.23921000000007,3.432530502273055
101726,Medavakkam ,600100,Kanchipuram,TAMIL NADU,"Medavakkam ,600100,Kanchipuram,TAMIL NADU",Medavakkam,12.917160000000024,80.19100000000003,6.49516088356451
101727,Pallikaranai,600100,Kanchipuram,TAMIL NADU,"Pallikaranai,600100,Kanchipuram,TAMIL NADU",Pallikaranai,12.93291000000005,80.20405000000005,5.1640857754525875
101728,Anna Nagar Western Extn,600101,Chennai,TAMIL NADU,"Anna Nagar Western Extn,600101,Chennai,TAMIL NADU",600101,13.089435000000037,80.18790282800006,19.626428287703956
101729,Anna Nagar East,600102,Chennai,TAMIL NADU,"Anna Nagar East,600102,Chennai,TAMIL NADU","600102, Anna Nagar East, Chennai, Tamil Nadu",13.088832737337597,80.22314442019022,18.58481633025631
101734,High Court Building (Chennai),600104,Chennai,TAMIL NADU,"High Court Building (Chennai),600104,Chennai,TAMIL NADU","South High Court Colony, Villivakkam, Chennai, Tamil Nadu",13.103410000000054,80.20366000000007,20.596218988604683
101735,Arumbakkam,600106,Chennai,TAMIL NADU,"Arumbakkam,600106,Chennai,TAMIL NADU","600106, Arumbakkam, Chennai, Tamil Nadu",13.070497452816614,80.21135260535783,16.862079127129636
101736,D G Vaishnav College,600106,Chennai,TAMIL NADU,"D G Vaishnav College,600106,Chennai,TAMIL NADU",Vaishnav College,13.075720000000047,80.21324000000004,17.372926433585373
101737,Koyambedu,600107,Chennai,TAMIL NADU,"Koyambedu,600107,Chennai,TAMIL NADU","600107, Koyambedu, Chennai, Tamil Nadu",13.069701091859875,80.19804313692416,17.199674283635545
101740,Tidel Park,600113,Chennai,TAMIL NADU,"Tidel Park,600113,Chennai,TAMIL NADU",Tidel Park,12.989940000000047,80.25065000000006,7.404812776178996
101741,TTTI Taramani,600113,Chennai,TAMIL NADU,"TTTI Taramani,600113,Chennai,TAMIL NADU","600113, Taramani, Chennai, Tamil Nadu",12.988252055032435,80.24428342637286,7.250073609523574
101742,Injambakkam,600115,Kanchipuram,TAMIL NADU,"Injambakkam,600115,Kanchipuram,TAMIL NADU","600115, Injambakkam, Chennai, Kancheepuram, Tamil Nadu",12.923006764034415,80.25055502560586,2.625230445757263e-05
101743,Alapakkam,600116,Kanchipuram,TAMIL NADU,"Alapakkam,600116,Kanchipuram,TAMIL NADU","Alapakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.526190000000042,79.75250000000005,69.66264493919505
101744,Porur,600116,Kanchipuram,TAMIL NADU,"Porur,600116,Kanchipuram,TAMIL NADU","600116, Porur, Chennai, Tamil Nadu",13.034686463892973,80.15572925392726,16.077705187846554
101745,Sriramachandra Deemed Uty,600116,Kanchipuram,TAMIL NADU,"Sriramachandra Deemed Uty,600116,Kanchipuram,TAMIL NADU","600116, Moulivakkam, Sasennai, Kaanjchipuram, Thamiznaatu",13.019930548469823,80.14417524616997,15.75408390164992
101746,Bharathinagar,600117,Kanchipuram,TAMIL NADU,"Bharathinagar,600117,Kanchipuram,TAMIL NADU","Bharath Nagar, Old Pallavaram, Chennai, Kancheepuram, Tamil Nadu",12.955120000000022,80.17589000000004,8.846669913918575
101747,Keelakattalai,600117,Kanchipuram,TAMIL NADU,"Keelakattalai,600117,Kanchipuram,TAMIL NADU","600117, Keelkattalai, Chennai, Kancheepuram, Tamil Nadu",12.955591486536523,80.18487384481287,7.9869104900652665
101748,Old Pallavaram,600117,Kanchipuram,TAMIL NADU,"Old Pallavaram,600117,Kanchipuram,TAMIL NADU","600117, Old Pallavaram, Chennai, Kancheepuram, Tamil Nadu",12.957950893888981,80.16923876740593,9.633372783532685
101749,Erukkancheri,600118,Chennai,TAMIL NADU,"Erukkancheri,600118,Chennai,TAMIL NADU","600118, Erukkancherry, Chennai, Tamil Nadu",13.127503210029092,80.25278905982293,22.624857171000393
101750,Kodungaiyur,600118,Chennai,TAMIL NADU,"Kodungaiyur,600118,Chennai,TAMIL NADU","600118, Kodungaiyur, Chennai, Tamil Nadu",13.135578712739887,80.2535005478402,23.51913553347719
101751,Rv Nagar,600118,Chennai,TAMIL NADU,"Rv Nagar,600118,Chennai,TAMIL NADU","600118, RV Nagar, Chennai, Thiruvallur, Tamil Nadu",13.14081971305418,80.27669499264427,24.263032047687815
101752,Sathyabama University,600119,Kanchipuram,TAMIL NADU,"Sathyabama University,600119,Kanchipuram,TAMIL NADU",Sathyabama University,12.873390000000029,80.22214000000008,6.296064972845352
101753,Sholinganallur,600119,Kanchipuram,TAMIL NADU,"Sholinganallur,600119,Kanchipuram,TAMIL NADU",Sholinganallur,12.898870000000045,80.22793000000007,3.627538385014718
101758,Gerugambakkam,600122,Kanchipuram,TAMIL NADU,"Gerugambakkam,600122,Kanchipuram,TAMIL NADU","600122, Gerugampakkam, Chennai, Kancheepuram, Tamil Nadu",13.004969097932364,80.14057135256321,14.98739666158562
101759,Mangadu,600122,Kanchipuram,TAMIL NADU,"Mangadu,600122,Kanchipuram,TAMIL NADU","600122, Mangadu, Chennai, Kancheepuram, Tamil Nadu",13.030158480401097,80.1091194343861,19.39051847960381
101760,Paraniputhur,600122,Kanchipuram,TAMIL NADU,"Paraniputhur,600122,Kanchipuram,TAMIL NADU","600122, Paraniputhur, Chennai, Kancheepuram, Tamil Nadu",13.022728728392439,80.12993939489162,17.11617568498428
101770,Manapakkam,600125,Kanchipuram,TAMIL NADU,"Manapakkam,600125,Kanchipuram,TAMIL NADU","600125, Manapakkam, Chennai, Tamil Nadu",13.010047537339586,80.17186332025784,12.869378999554684
101771,Mugalivakkam,600125,Kanchipuram,TAMIL NADU,"Mugalivakkam,600125,Kanchipuram,TAMIL NADU","600125, Mugalivakkam, Chennai, Tamil Nadu",13.020660101950439,80.16046304757208,14.569076377775067
101772,Madambakkam,600126,Kanchipuram,TAMIL NADU,"Madambakkam,600126,Kanchipuram,TAMIL NADU","600126, Madambakkam, Chennai, Kancheepuram, Tamil Nadu",12.903165736651951,80.15572537301301,10.522626766835689
101773,Mappedu,600126,Kanchipuram,TAMIL NADU,"Mappedu,600126,Kanchipuram,TAMIL NADU","600126, Mappedu, Chennai, Kancheepuram, Tamil Nadu",12.884901614573453,80.13500199143311,13.230131406558927
101774,Sithalapakkam,600126,Kanchipuram,TAMIL NADU,"Sithalapakkam,600126,Kanchipuram,TAMIL NADU","600126, Sithalapakkam, Chennai, Kancheepuram, Tamil Nadu",12.888356032242495,80.1844228848349,8.136636415731097
101775,Kolapakkam,600127,Kanchipuram,TAMIL NADU,"Kolapakkam,600127,Kanchipuram,TAMIL NADU","600127, Kolapakkam, Chennai, Kancheepuram, Tamil Nadu",12.867510761003567,80.11161680608825,16.28094454508514
101776,Kolathur,600127,Kanchipuram,TAMIL NADU,"Kolathur,600127,Kanchipuram,TAMIL NADU","Kolathur Road, Mambakkam, Chennai, Kancheepuram, Tamil Nadu, 600127",12.826638306280945,80.16457071177558,14.168964911130578
101777,Mambakkam,600127,Kanchipuram,TAMIL NADU,"Mambakkam,600127,Kanchipuram,TAMIL NADU","600127, Mambakkam, Chennai, Kancheepuram, Tamil Nadu",12.835983121515481,80.1643734605698,13.423183735206122
101778,Melakkottaiyur,600127,Kanchipuram,TAMIL NADU,"Melakkottaiyur,600127,Kanchipuram,TAMIL NADU","600127, Melakottaiyur, Chennai, Kancheepuram, Tamil Nadu",12.846068468053737,80.14570268831343,14.211105017470652
101779,Nallambakkam,600127,Kanchipuram,TAMIL NADU,"Nallambakkam,600127,Kanchipuram,TAMIL NADU","600127, Nallambakkam, Chennai, Kancheepuram, Tamil Nadu",12.843115473122914,80.1265862375675,16.098239279631684
101780,Ponmar,600127,Kanchipuram,TAMIL NADU,"Ponmar,600127,Kanchipuram,TAMIL NADU","600127, Ponmar, Chennai, Kancheepuram, Tamil Nadu",12.856670361638782,80.17617934757283,10.909526673221706
101782,Thandalam,600128,Kanchipuram,TAMIL NADU,"Thandalam,600128,Kanchipuram,TAMIL NADU","600128, Thandalam, Chennai, Kancheepuram, Tamil Nadu",13.00409623408511,80.12484320518215,16.32548517395497
101783,Kovilambakkam,600129,Kanchipuram,TAMIL NADU,"Kovilambakkam,600129,Kanchipuram,TAMIL NADU",Kovilambakkam,12.944620000000043,80.19359000000009,6.6277926801865235
101784,Navalur,600130,Kanchipuram,TAMIL NADU,"Navalur,600130,Kanchipuram,TAMIL NADU","Navalur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.856490000000065,79.97247000000004,31.065390138323906
101785,Thazambur,600130,Kanchipuram,TAMIL NADU,"Thazambur,600130,Kanchipuram,TAMIL NADU","Thazhambur, Chennai, Kancheepuram, Tamil Nadu",12.862550000000056,80.20725000000004,8.174547871720184
101790,Athivakkam,601102,Kanchipuram,TAMIL NADU,"Athivakkam,601102,Kanchipuram,TAMIL NADU","Athivakkam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.908970000000068,79.83692000000008,44.914986268805805
101860,Malaipattu,601301,Kanchipuram,TAMIL NADU,"Malaipattu,601301,Kanchipuram,TAMIL NADU","601301, Malaippattu, Sriperumbudur, Kancheepuram, Tamil Nadu",12.92502434408479,80.01030937282182,26.071848729599346
101861,Manimangalam,601301,Kanchipuram,TAMIL NADU,"Manimangalam,601301,Kanchipuram,TAMIL NADU","601301, Manimangalam, Chennai, Kancheepuram, Tamil Nadu",12.913598974624197,80.05382393455965,21.374635888525297
101862,Padappai,601301,Kanchipuram,TAMIL NADU,"Padappai,601301,Kanchipuram,TAMIL NADU","601301, Padappai, Sriperumbudur, Kancheepuram, Tamil Nadu",12.888998380169557,80.0207831904529,25.218321057661534
101863,Serpananchery,601301,Kanchipuram,TAMIL NADU,"Serpananchery,601301,Kanchipuram,TAMIL NADU",601301,12.90176761400005,80.00253000000004,27.018703791697696
101923,Gunduperumbedu,602105,Kanchipuram,TAMIL NADU,"Gunduperumbedu,602105,Kanchipuram,TAMIL NADU","Gunduperumbedu, Sriperumbudur, Kancheepuram, Tamil Nadu",12.924160000000029,79.97807000000006,29.569760488406764
101924,Mathur,602105,Kanchipuram,TAMIL NADU,"Mathur,602105,Kanchipuram,TAMIL NADU",602105,12.947661724000056,79.95530500000007,32.15428845063572
101925,Pattunoolchatram,602105,Kanchipuram,TAMIL NADU,"Pattunoolchatram,602105,Kanchipuram,TAMIL NADU",Post Office-Pattunool Chatram,12.955710000000067,79.94386000000003,33.4758691410665
101926,Pennalur,602105,Kanchipuram,TAMIL NADU,"Pennalur,602105,Kanchipuram,TAMIL NADU","Pennalur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.989100000000064,79.98153000000008,30.09208110826978
101927,Pillaipakkam,602105,Kanchipuram,TAMIL NADU,"Pillaipakkam,602105,Kanchipuram,TAMIL NADU","Pillaipakkam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.953540000000032,79.95739000000003,31.990605942430474
101928,Pondur,602105,Kanchipuram,TAMIL NADU,"Pondur,602105,Kanchipuram,TAMIL NADU",602105,12.947661724000056,79.95530500000007,32.15428845063572
101929,Sriperumbudur,602105,Kanchipuram,TAMIL NADU,"Sriperumbudur,602105,Kanchipuram,TAMIL NADU",602105,12.947661724000056,79.95530500000007,32.15428845063572
101930,Thandalam,602105,Kanchipuram,TAMIL NADU,"Thandalam,602105,Kanchipuram,TAMIL NADU","Thandalam, Mevalurkuppam, Sriperumbudur, Kancheepuram, Tamil Nadu",13.017700000000048,80.00680000000006,28.44608259055156
101933,Valarpuram,602105,Kanchipuram,TAMIL NADU,"Valarpuram,602105,Kanchipuram,TAMIL NADU","Valarpuram, Sriperumbudur, Kancheepuram, Tamil Nadu",13.041600000000074,79.97649000000007,32.49989341540085
101934,Vayalur,602105,Kanchipuram,TAMIL NADU,"Vayalur,602105,Kanchipuram,TAMIL NADU","Vayalur, Uthiramerur, Kancheepuram, Tamil Nadu",12.61728000000005,79.70936000000006,67.80300702427895
101935,Mambakkam,602106,Kanchipuram,TAMIL NADU,"Mambakkam,602106,Kanchipuram,TAMIL NADU","Mambakkam, Chennai, Kancheepuram, Tamil Nadu",12.834510000000023,80.16728000000006,13.324590270649956
101936,Sendamangalam,602106,Kanchipuram,TAMIL NADU,"Sendamangalam,602106,Kanchipuram,TAMIL NADU","Sendamangalam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.915900000000022,79.85941000000008,42.45418956904469
101937,Sunguvarchatram,602106,Kanchipuram,TAMIL NADU,"Sunguvarchatram,602106,Kanchipuram,TAMIL NADU","Sunguvarchatram, Molachur, Sriperumbudur, Kancheepuram, Tamil Nadu",12.92599000000007,79.87931000000003,40.287911161666834
101938,Kandoor,602108,Kanchipuram,TAMIL NADU,"Kandoor,602108,Kanchipuram,TAMIL NADU",602108,12.93317989600007,79.84300500000006,44.23996901527104
101939,Kannur,602108,Kanchipuram,TAMIL NADU,"Kannur,602108,Kanchipuram,TAMIL NADU",602108,12.93317989600007,79.84300500000006,44.23996901527104
101940,Maduramangalam,602108,Kanchipuram,TAMIL NADU,"Maduramangalam,602108,Kanchipuram,TAMIL NADU","Maduramangalam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.949790000000064,79.83226000000008,45.486760552316724
101941,Pannur (Kanchipuram),602108,Kanchipuram,TAMIL NADU,"Pannur (Kanchipuram),602108,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101942,Tirupandiyur,602108,Kanchipuram,TAMIL NADU,"Tirupandiyur,602108,Kanchipuram,TAMIL NADU",602108,12.93317989600007,79.84300500000006,44.23996901527104
101943,Irungattukottai,602117,Kanchipuram,TAMIL NADU,"Irungattukottai,602117,Kanchipuram,TAMIL NADU",602117,12.990405000000067,80.02634635500004,25.44443653066855
101944,Alagesa Nagar,603001,Kanchipuram,TAMIL NADU,"Alagesa Nagar,603001,Kanchipuram,TAMIL NADU","Al Nagar, Keerapakkam, Chennai, Kancheepuram, Tamil Nadu",12.827530000000024,80.11987000000005,17.685143422696058
101945,Chengalpattu Cutcherry,603001,Kanchipuram,TAMIL NADU,"Chengalpattu Cutcherry,603001,Kanchipuram,TAMIL NADU","Chengalpattu, Tamil Nadu",12.682240000000036,79.98008000000004,39.645820737956946
101946,Chengalpattu,603001,Kanchipuram,TAMIL NADU,"Chengalpattu,603001,Kanchipuram,TAMIL NADU","Chengalpattu Road, Sriperumbudur, Kancheepuram, Tamil Nadu, 602105",12.954319955838917,79.9409950112579,33.768918512685325
101947,Chengalpattu Med.College,603001,Kanchipuram,TAMIL NADU,"Chengalpattu Med.College,603001,Kanchipuram,TAMIL NADU","Chengalpattu, Tamil Nadu",12.682240000000036,79.98008000000004,39.645820737956946
101948,Chengalpattu Bazaar,603002,Kanchipuram,TAMIL NADU,"Chengalpattu Bazaar,603002,Kanchipuram,TAMIL NADU","Chengalpattu Road, Sriperumbudur, Kancheepuram, Tamil Nadu, 602105",12.954319955838917,79.9409950112579,33.768918512685325
101949,Gundur-chengalpattu,603002,Kanchipuram,TAMIL NADU,"Gundur-chengalpattu,603002,Kanchipuram,TAMIL NADU","Chengalpattu Road, Sriperumbudur, Kancheepuram, Tamil Nadu, 602105",12.954319955838917,79.9409950112579,33.768918512685325
101950,Kunnavakkam,603002,Kanchipuram,TAMIL NADU,"Kunnavakkam,603002,Kanchipuram,TAMIL NADU","Kunnavakkam, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.853220000000022,79.89474000000007,39.381901740932676
101951,Mahindra World City (Kanchipuram),603002,Kanchipuram,TAMIL NADU,"Mahindra World City (Kanchipuram),603002,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101952,Natham-chengalpattu,603002,Kanchipuram,TAMIL NADU,"Natham-chengalpattu,603002,Kanchipuram,TAMIL NADU","Natham, Thalambur, Chennai, Kancheepuram, Tamil Nadu",12.839290000000062,80.21607000000006,9.989279796454708
101953,Paranur,603002,Kanchipuram,TAMIL NADU,"Paranur,603002,Kanchipuram,TAMIL NADU","Parandur, Valathur, Kancheepuram Sub-District, Kancheepuram, Tamil Nadu",12.942960000000028,79.74486000000007,54.91925167702716
101954,Pulipakkam,603002,Kanchipuram,TAMIL NADU,"Pulipakkam,603002,Kanchipuram,TAMIL NADU","Pulipakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.650070000000028,79.87875000000008,50.412297395256395
101955,Ammanambakkam,603003,Kanchipuram,TAMIL NADU,"Ammanambakkam,603003,Kanchipuram,TAMIL NADU","Ammanumbakkam, Nandivaram - Guduvancheri, Chennai, Kancheepuram, Tamil Nadu",12.867480000000057,80.03386000000006,24.30695983876123
101956,Meleripakkam,603003,Kanchipuram,TAMIL NADU,"Meleripakkam,603003,Kanchipuram,TAMIL NADU","Erivakkam, Sriperumbudur, Kancheepuram, Tamil Nadu",12.838080000000048,80.01241000000005,27.502038706583566
101957,Nenmeli,603003,Kanchipuram,TAMIL NADU,"Nenmeli,603003,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101958,Tiruvadisoolam,603003,Kanchipuram,TAMIL NADU,"Tiruvadisoolam,603003,Kanchipuram,TAMIL NADU","Thiruvadisoolam, Chengalpattu, Tamil Nadu",12.693750000000023,80.03201000000007,34.7306266811976
101959,Vallam,603003,Kanchipuram,TAMIL NADU,"Vallam,603003,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101960,Athur-chengalpattu,603101,Kanchipuram,TAMIL NADU,"Athur-chengalpattu,603101,Kanchipuram,TAMIL NADU","Athur, Chettipunniyam, Chengalpattu, Tamil Nadu",12.753130000000056,79.97052000000008,35.73925565361071
101961,Palur,603101,Kanchipuram,TAMIL NADU,"Palur,603101,Kanchipuram,TAMIL NADU","603101, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.726516505933237,79.94934028699004,39.26586723623083
101962,Reddipalayam,603101,Kanchipuram,TAMIL NADU,"Reddipalayam,603101,Kanchipuram,TAMIL NADU","603101, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.726516505933237,79.94934028699004,39.26586723623083
101963,Thimmavaram,603101,Kanchipuram,TAMIL NADU,"Thimmavaram,603101,Kanchipuram,TAMIL NADU","Thimmavaram, Uthiramerur, Kancheepuram, Tamil Nadu",12.718400000000031,79.95610000000005,39.16924553896065
101964,Villiambakkam,603101,Kanchipuram,TAMIL NADU,"Villiambakkam,603101,Kanchipuram,TAMIL NADU","603101, Uththiramaeroor, Kaanjchipuram, Thamiznaatu",12.726516505933237,79.94934028699004,39.26586723623083
101965,Ayapakkam,603102,Kanchipuram,TAMIL NADU,"Ayapakkam,603102,Kanchipuram,TAMIL NADU","Alapakkam, Uthiramerur, Kancheepuram, Tamil Nadu",12.526190000000042,79.75250000000005,69.66264493919505
101966,Kalpakkam,603102,Kanchipuram,TAMIL NADU,"Kalpakkam,603102,Kanchipuram,TAMIL NADU","Kolapakkam, Chennai, Kancheepuram, Tamil Nadu",13.011220000000037,80.15393000000006,14.322947908413257
101967,Manamai,603102,Kanchipuram,TAMIL NADU,"Manamai,603102,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101968,Melprumal Chery,603102,Kanchipuram,TAMIL NADU,"Melprumal Chery,603102,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101969,Pattaraikalani,603102,Kanchipuram,TAMIL NADU,"Pattaraikalani,603102,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
101970,Pudupattinam,603102,Kanchipuram,TAMIL NADU,"Pudupattinam,603102,Kanchipuram,TAMIL NADU","Pudupattinam, Thanjavur, Tamil Nadu",10.766150000000039,79.16575000000006,266.2663675627188
101971,Pudupattinam Colony,603102,Kanchipuram,TAMIL NADU,"Pudupattinam Colony,603102,Kanchipuram,TAMIL NADU","Pudupattinam, Thanjavur, Tamil Nadu",10.766150000000039,79.16575000000006,266.2663675627188
101972,Reactor Research Centre ,603102,Kanchipuram,TAMIL NADU,"Reactor Research Centre ,603102,Kanchipuram,TAMIL NADU","Kānchipuram, Tamil Nādu",12.835150000000056,79.70006000000006,60.53447344940606
