CID,CityName/AreaName,Pincode,District,State,Latitude,Longitude,distance(in kms)
109675,Tirukachinambi Street,631501,Kanchipuram,TAMIL NADU,12.764269828796387,79.6632080078125,67.48885859095587
109676,Ayyankarkulam,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109677,Big Kanchipuram,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109678,Govindavadi,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109679,Kammavarpalayam,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109680,Kilakattur,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109681,Kuram,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109682,Melkadirpur,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109683,Olimohamedpet,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109684,Orikkai,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109685,Perumanallur,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
