CID,CityName/AreaName,Pincode,District,State,Latitude,Longitude,distance(in kms)
109686,Sankaramutt,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109687,Sevilimedu,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109688,Sirukaveripakkam,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109689,Thimamsamudram,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109690,Veliyur,631502,Kanchipuram,TAMIL NADU,12.840322494506836,79.72867584228516,58.4344086859344
109691,Balchettychatram,631551,Kanchipuram,TAMIL NADU,12.865887641906738,79.60716247558594,70.95095536054802
109692,Damal,631551,Kanchipuram,TAMIL NADU,12.865887641906738,79.60716247558594,70.95095536054802
109693,Krishnapuram,631551,Kanchipuram,TAMIL NADU,12.865887641906738,79.60716247558594,70.95095536054802
109694,Musaravakkam,631551,Kanchipuram,TAMIL NADU,12.865887641906738,79.60716247558594,70.95095536054802
109695,Muthavedu,631551,Kanchipuram,TAMIL NADU,12.865887641906738,79.60716247558594,70.95095536054802
109696,Karai,631552,Kanchipuram,TAMIL NADU,12.87244987487793,79.7166748046875,59.08010292466133
109697,Karaipettai,631552,Kanchipuram,TAMIL NADU,12.87244987487793,79.7166748046875,59.08010292466133
109698,Parandur,631552,Kanchipuram,TAMIL NADU,12.87244987487793,79.7166748046875,59.08010292466133
109699,Siruvakkam,631552,Kanchipuram,TAMIL NADU,12.87244987487793,79.7166748046875,59.08010292466133
109700,Siruvallur,631552,Kanchipuram,TAMIL NADU,12.87244987487793,79.7166748046875,59.08010292466133
109717,Ayyampettai,631601,Kanchipuram,TAMIL NADU,12.808321952819824,79.76271057128906,55.72702013918046
109718,Ekanampet,631601,Kanchipuram,TAMIL NADU,12.808321952819824,79.76271057128906,55.72702013918046
109719,Muthialpet,631601,Kanchipuram,TAMIL NADU,12.808321952819824,79.76271057128906,55.72702013918046
109720,Naickenpet,631601,Kanchipuram,TAMIL NADU,12.808321952819824,79.76271057128906,55.72702013918046
109721,Thenambakkam,631601,Kanchipuram,TAMIL NADU,12.808321952819824,79.76271057128906,55.72702013918046
109722,Thimmarajampettai,631601,Kanchipuram,TAMIL NADU,12.808321952819824,79.76271057128906,55.72702013918046
109723,Arpakkam,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109724,Kavanthandalam,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109725,Magaral,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109726,Malayankulam,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109727,Neyyadupakkam,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109728,Olugarai,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109729,Puthali,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109730,Vayalakkavur,631603,Kanchipuram,TAMIL NADU,12.764484405517578,79.75773620605469,57.796206618073626
109731,Echoor,631604,Kanchipuram,TAMIL NADU,12.850509643554688,79.91207122802734,38.85494366576261
109732,Kunnam,631604,Kanchipuram,TAMIL NADU,12.850509643554688,79.91207122802734,38.85494366576261
109733,Panruti,631604,Kanchipuram,TAMIL NADU,12.850509643554688,79.91207122802734,38.85494366576261
109734,Sinnivakkam,631604,Kanchipuram,TAMIL NADU,12.850509643554688,79.91207122802734,38.85494366576261
109735,Thenneri,631604,Kanchipuram,TAMIL NADU,12.850509643554688,79.91207122802734,38.85494366576261
109736,Varanavasi,631604,Kanchipuram,TAMIL NADU,12.850509643554688,79.91207122802734,38.85494366576261
109737,Asoor,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109738,Avalur,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109739,Nathanallur,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109740,Puliambakkam,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109741,Serkadu,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109742,Thammanur,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109743,Uttukadu,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
109744,Walajabad,631605,Kanchipuram,TAMIL NADU,12.826764106750488,79.79402160644531,51.89814501728962
